tytuł ogłoszenia,link,lokalizacja,powierzchnia,cena,cena za metr,czynsz,liczba pokoi,rodzaj budynku,rynek
Nowy apartament wysoki standard,https://www.otodom.pl/pl/oferta/nowy-apartament-wysoki-standard-ID4w8x6,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",28.55,421000.0,15061.0,550.0,1.0,,pierwotny
Przytulne mieszkanie 121 m2 na sprzedaż,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-121-m2-na-sprzedaz-ID4rBDB,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",121.0,421000.0,10496.0,,4.0,,wtórny
"Nowe mieszkanie na osiedlu OSKAR, ul. Cedry , 41 m",https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-oskar-ul-cedry-41-m-ID4uYqa,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",41.5,421000.0,12506.0,400.0,2.0,,wtórny
Mieszkanie 2 pokojowe - pełen rozkład,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-pelen-rozklad-ID4sqd8,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",37.48,421000.0,7604.0,435.0,2.0,,wtórny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wtu2,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",42.46,421000.0,11340.0,,2.0,,pierwotny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wttM,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",35.61,421000.0,12047.0,,2.0,,pierwotny
3-pokojowe mieszkanie 54m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-balkon-bezposrednio-ID4wn4O,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",,421000.0,,,,,
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wtty,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",49.3,421000.0,11034.0,,3.0,,pierwotny
4-pokojowe mieszkanie 90m2 + 2 loggie Bezpośrednio,https://www.otodom.pl/hpr/pl/oferta/4-pokojowe-mieszkanie-90m2-2-loggie-bezposrednio-ID4u9ME,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",90.8,421000.0,9900.0,,4.0,,pierwotny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wttw,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",33.38,509700.0,12433.0,,2.0,,pierwotny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wttp,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",33.86,509700.0,12271.0,,2.0,,pierwotny
M-3 Zarzew blisko Parku Podolskiego,https://www.otodom.pl/pl/oferta/m-3-zarzew-blisko-parku-podolskiego-ID4tv1D,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",36.7,509700.0,8447.0,780.0,2.0,,wtórny
M-4 na pograniczu Dąbrowy i Starych Chojen !!!,https://www.otodom.pl/pl/oferta/m-4-na-pograniczu-dabrowy-i-starych-chojen-ID4sY7F,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",60.14,509700.0,6967.0,750.0,3.0,,wtórny
"Dwupak inwestycyjny, piękna kamienica, ROI 8%,",https://www.otodom.pl/pl/oferta/dwupak-inwestycyjny-piekna-kamienica-roi-8-ID4wcXX,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",44.0,509700.0,8977.0,,2.0,,wtórny
3 pokoje w pięknym rozkładzie Górna ul Granitowa,https://www.otodom.pl/pl/oferta/3-pokoje-w-pieknym-rozkladzie-gorna-ul-granitowa-ID4txeR,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",62.15,509700.0,8689.0,900.0,3.0,,wtórny
M-3 Chojny parter !!,https://www.otodom.pl/pl/oferta/m-3-chojny-parter-ID4tHpB,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",51.0,509700.0,7431.0,670.0,2.0,,wtórny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wttf,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",33.27,509700.0,12278.0,,2.0,,pierwotny
M-3 Chojny do własnej arnżacji 1 piętro!!,https://www.otodom.pl/pl/oferta/m-3-chojny-do-wlasnej-arnzacji-1-pietro-ID4u9k8,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",51.03,509700.0,7427.0,870.0,2.0,,wtórny
Przestronne M-3 Doły cegła!!,https://www.otodom.pl/pl/oferta/przestronne-m-3-doly-cegla-ID4uePn,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",60.0,509700.0,7000.0,860.0,2.0,,wtórny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wtt5,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",39.7,509700.0,12204.0,,2.0,,pierwotny
M-3 Widzew Łęczycka cegła 1 piętro!!,https://www.otodom.pl/pl/oferta/m-3-widzew-leczycka-cegla-1-pietro-ID4ueQA,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",47.6,509700.0,6197.0,687.0,2.0,,wtórny
2-pokojowe mieszkanie na 1 piętrze Teofilów!!!,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-1-pietrze-teofilow-ID4uVE5,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",35.7,509700.0,7535.0,389.0,2.0,,wtórny
2-pokojowe mieszkanie na Dołach z oknami na park!,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-dolach-z-oknami-na-park-ID4w1sM,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",41.65,509700.0,8139.0,,2.0,,wtórny
"M- 45 mkw, 1 piętro, balkon, rozkładowe, od zaraz",https://www.otodom.pl/pl/oferta/m-45-mkw-1-pietro-balkon-rozkladowe-od-zaraz-ID4utnh,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",45.0,509700.0,6778.0,450.0,2.0,,wtórny
4-pokojowe mieszkanie 107m2 + taras Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-107m2-taras-bez-prowizji-ID4u9TJ,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",,509700.0,,,,,
"Blisko komunikacji, pełen rozkład, balkon",https://www.otodom.pl/pl/oferta/blisko-komunikacji-pelen-rozklad-balkon-ID4uwZz,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",53.65,509700.0,6617.0,565.0,2.0,,wtórny
3-pokojowe mieszkanie 69m2 + ogródek,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-ogrodek-ID4ulbg,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",69.26,509700.0,11446.0,,3.0,,pierwotny
2-pokojowe mieszkanie 37m2 + balkon,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-ID4ul59,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",,509700.0,,,,,
4 pokoje/2 łazienki/2 Ogródki/miejsca postojowe !!,https://www.otodom.pl/pl/oferta/4-pokoje-2-lazienki-2-ogrodki-miejsca-postojowe-ID4u92p,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",86.54,509700.0,11428.0,,4.0,,wtórny
Gotowe 4 pokoje do odbioru ❗hala Gratis w cenie❗,https://www.otodom.pl/pl/oferta/gotowe-4-pokoje-do-odbioru-hala-gratis-w-cenie-ID4wtqr,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",79.5,509700.0,8425.0,0.0,5.0,,✔️ RYNEK PIERWOTNY BIURO SPRZEDAŻY MIESZKAŃ K.L. Sp. z o.o.
Osiedle Paprociowa (Górna) CENA PROMOCYJNA 7500zł,https://www.otodom.pl/pl/oferta/osiedle-paprociowa-gorna-cena-promocyjna-7500zl-ID4oepw,"ul. Srebrna, Stare Bałuty, Bałuty, Łódź, łódzkie",73.0,509700.0,7500.0,,3.0,,pierwotny
