tytuł ogłoszenia,link,lokalizacja,powierzchnia,cena,cena za metr,czynsz,liczba pokoi,rodzaj budynku,rynek,ogrzewanie,piętro,stan wykończenia,forma własności,dostępne od,typ ogłoszeniodawcy,informacje dodatkowe,rok budowy,winda,materiał budynku,okna,certyfikat energetyczny,wyposażenie,zabezpieczenia,media,źródło
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51m2-ogrodek-bez-prowizji-ID4uuB7,,51.15,479000.0,9365.0,,3.0,,pierwotny,brak informacji,parter/1,do wykończenia,pełna własność,2025-11-15,deweloper,,2025,nie,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/fuzja-ul-milionowa-4-pokoje-2-miejsca-postojowe-ID4wBrj,,75.83,999990.0,13187.0,880.0,4.0,apartamentowiec,wtórny,miejskie,4/4,do zamieszkania,pełna własność,brak informacji,prywatny,"balkon, garaż/miejsce parkingowe, piwnica, pom. użytkowe",,tak,,plastikowe,C,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka, klimatyzacja","drzwi / okna antywłamaniowe, domofon / wideofon","telewizja kablowa, internet, telefon",otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-53m2-ogrodek-bez-prowizji-ID4uawe,,53.5,,,,3.0,,pierwotny,brak informacji,parter/1,do wykończenia,pełna własność,2025-03-15,deweloper,"taras, ogródek",2025,nie,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/m4-stary-widzew-ID4tlIl,,55.0,420000.0,7636.0,,3.0,blok,wtórny,miejskie,10/11,brak informacji,pełna własność,brak informacji,prywatny,"balkon, piwnica, oddzielna kuchnia",,tak,wielka płyta,plastikowe,,,,,otodom
,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-w-sercu-miasta-82-m2-ID4wfQH,,81.92,753848.0,9202.0,1200.0,3.0,blok,wtórny,miejskie,7/23,do zamieszkania,spółdzielcze wł. prawo do lokalu,brak informacji,biuro nieruchomości,"oddzielna kuchnia, pom. użytkowe",1982,nie,wielka płyta,plastikowe,A,"zmywarka, lodówka, piekarnik, kuchenka",,"telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-do-remontu-ID4uAEM,,55.0,379000.0,6891.0,800.0,3.0,blok,wtórny,miejskie,2/4,do remontu,pełna własność,brak informacji,prywatny,"balkon, piwnica, pom. użytkowe",,nie,cegła,plastikowe,,,,"telewizja kablowa, internet, telefon",otodom
,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-taras-bezposrednio-ID4uskA,,38.63,,,,2.0,,pierwotny,brak informacji,3/6,do wykończenia,pełna własność,2024-10-15,deweloper,"taras, garaż/miejsce parkingowe",2024,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/kopernika-15-m3-66-14-mkw-nowa-inwestycja-ID4jXtQ,,66.14,892890.0,13500.0,,3.0,loft,pierwotny,miejskie,parter/4,do wykończenia,pełna własność,brak informacji,biuro nieruchomości,"ogródek, taras",2023,tak,silikat,drewniane,,,"drzwi / okna antywłamaniowe, domofon / wideofon",,otodom
,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-za-odstepne-w-prywatnej-kamien-ID4wMWX,,39.0,47000.0,1205.0,800.0,2.0,kamienica,wtórny,elektryczne,2/3,do zamieszkania,użytkowanie wieczyste / dzierżawa,brak informacji,biuro nieruchomości,,,nie,cegła,plastikowe,,"lodówka, meble, pralka",,,otodom
,https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-ID4wwXf,,87.0,660000.0,7586.0,,3.0,blok,wtórny,miejskie,4/4,do zamieszkania,brak informacji,brak informacji,biuro nieruchomości,"taras, piwnica, oddzielna kuchnia",1995,nie,cegła,,,"lodówka, meble, pralka",,,otodom
,https://www.otodom.pl/pl/oferta/cud-miod-loft-ul-tymienieckiego-25d-ID4wKci,,59.38,585000.0,9852.0,690.0,2.0,apartamentowiec,wtórny,miejskie,3/5,do zamieszkania,pełna własność,brak informacji,biuro nieruchomości,,,tak,cegła,plastikowe,W trakcie realizacji / Zwolnione,,,,otodom
,https://www.otodom.pl/pl/oferta/unikat-z-antresola-ul-jaracza-ID4wBxS,,36.43,308000.0,8455.0,530.0,1.0,kamienica,wtórny,miejskie,parter/4,do zamieszkania,pełna własność,2025-03-30,biuro nieruchomości,"garaż/miejsce parkingowe, piwnica, oddzielna kuchnia",,nie,cegła,plastikowe,W trakcie realizacji / Zwolnione,"zmywarka, lodówka, meble, piekarnik, telewizor, pralka","drzwi / okna antywłamaniowe, domofon / wideofon",,otodom
,https://www.otodom.pl/pl/oferta/panoramniczne-widoki-z-tarasu-o-pow-88-m-10-pietro-ID4siWL,,84.0,999000.0,11893.0,,4.0,apartamentowiec,wtórny,miejskie,10/10,do wykończenia,pełna własność,brak informacji,biuro nieruchomości,"balkon, taras, garaż/miejsce parkingowe, piwnica",2024,tak,cegła,plastikowe,,,"drzwi / okna antywłamaniowe, domofon / wideofon","telewizja kablowa, internet, telefon",otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-balkon-ID4wn51,,54.59,,,,3.0,,pierwotny,brak informacji,2/5,do wykończenia,pełna własność,2026-09-15,deweloper,"balkon, garaż/miejsce parkingowe",2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-balkon-ID4wsTT,,63.98,585417.0,9150.0,,3.0,,pierwotny,brak informacji,1/7,do wykończenia,pełna własność,2025-08-02,deweloper,"balkon, garaż/miejsce parkingowe",2025,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-ID4u8Wd,,60.81,,,,3.0,,pierwotny,brak informacji,3/8,do wykończenia,pełna własność,2027-02-15,deweloper,"balkon, garaż/miejsce parkingowe",2027,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-50m2-lodz-ul-zgierska-ID4w5jB,,50.0,399000.0,7980.0,850.0,3.0,blok,wtórny,miejskie,5/10,do remontu,spółdzielcze wł. prawo do lokalu,brak informacji,prywatny,"balkon, piwnica, oddzielna kuchnia",,tak,wielka płyta,plastikowe,,"kuchenka, telewizor, pralka",,"telewizja kablowa, internet, telefon",otodom
,https://www.otodom.pl/pl/oferta/kawalerka-na-karolewie-ID4wMU7,,36.5,314500.0,8616.0,500.0,1.0,blok,wtórny,miejskie,2/4,do zamieszkania,spółdzielcze wł. prawo do lokalu,brak informacji,biuro nieruchomości,"balkon, piwnica",1985,nie,wielka płyta,plastikowe,,"piekarnik, lodówka, pralka, zmywarka",,"internet, telewizja kablowa",otodom
,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-balkon-bezposrednio-ID4uZr1,,40.27,,,,2.0,,pierwotny,brak informacji,4/5,do wykończenia,pełna własność,2026-11-15,deweloper,"balkon, garaż/miejsce parkingowe",2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/apartamenty-kolumny-etap-x-3-pok-a-1-ID4uvZk,,65.84,610863.0,9278.0,,3.0,blok,pierwotny,miejskie,parter/2,do wykończenia,pełna własność,2025-12-30,deweloper,"balkon, oddzielna kuchnia, pom. użytkowe",2025,tak,,plastikowe,,,,"internet, telewizja kablowa",otodom
,https://www.otodom.pl/pl/oferta/osiedle-lososiowa-mieszkanie-3-pok-73-ID4lMDH,,59.32,,,,3.0,blok,pierwotny,brak informacji,7/8,do wykończenia,pełna własność,2025-03-31,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",2025,tak,,plastikowe,,,,"internet, telefon",otodom
,https://www.otodom.pl/pl/oferta/maratonska-49-3-pokoje-57-89-m-ogrod-91-m-ID4p8WJ,,58.02,556992.0,9600.0,,3.0,apartamentowiec,pierwotny,miejskie,parter/4,do wykończenia,pełna własność,brak informacji,biuro nieruchomości,,2024,tak,silikat,plastikowe,,,"drzwi / okna antywłamaniowe, domofon / wideofon","telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/gotowe-mieszkania-zobacz-uniw-med-politechn-ID4wMSo,,27.03,275706.0,10200.0,,1.0,apartamentowiec,pierwotny,brak informacji,1,brak informacji,pełna własność,brak informacji,biuro nieruchomości,,2024,tak,pustak,plastikowe,,,"drzwi / okna antywłamaniowe, domofon / wideofon",,otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66m2-balkon-bezposrednio-ID4wgRD,,66.68,,,,3.0,,pierwotny,brak informacji,1/5,do wykończenia,pełna własność,2026-08-31,deweloper,"balkon, garaż/miejsce parkingowe",2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-tuz-przy-manufakturze-ID4wMSY,,31.67,195000.0,6157.0,300.0,1.0,kamienica,wtórny,elektryczne,3/4,brak informacji,pełna własność,2025-03-24,biuro nieruchomości,"garaż/miejsce parkingowe, pom. użytkowe",1970,nie,cegła,,,"meble, piekarnik, lodówka, pralka",,,otodom
,https://www.otodom.pl/pl/oferta/gotowe-mieszkania-umow-sie-centrum-park-ID4wMSD,,55.68,523392.0,9400.0,,3.0,apartamentowiec,pierwotny,miejskie,1,brak informacji,pełna własność,2024-12-30,biuro nieruchomości,"balkon, garaż/miejsce parkingowe, piwnica, pom. użytkowe",2024,tak,pustak,plastikowe,,,"drzwi / okna antywłamaniowe, domofon / wideofon",,otodom
,https://www.otodom.pl/pl/oferta/apartamenty-lisciasta-m-4-57-gotowe-do-odbioru-ID4jHEf,,78.32,632668.0,8078.0,,3.0,,pierwotny,brak informacji,4/4,do wykończenia,pełna własność,2024-12-30,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",2024,nie,,plastikowe,,,,"internet, telefon",otodom
,https://www.otodom.pl/pl/oferta/gotowe-mieszkania-umow-sie-uniw-med-politechn-ID4wMSi,,36.43,367943.0,10100.0,,2.0,apartamentowiec,pierwotny,miejskie,1,brak informacji,pełna własność,brak informacji,biuro nieruchomości,,2024,tak,pustak,plastikowe,,,"drzwi / okna antywłamaniowe, domofon / wideofon",,otodom
,https://www.otodom.pl/pl/oferta/2-pokoje-39m-z-balkonem-ul-wielkopolska-ID4wLFH,,39.0,245000.0,6282.0,,2.0,blok,wtórny,miejskie,3/4,do remontu,brak informacji,brak informacji,prywatny,"balkon, piwnica, oddzielna kuchnia",,nie,wielka płyta,plastikowe,,,,"telewizja kablowa, internet, telefon",otodom
,https://www.otodom.pl/hpr/pl/oferta/3-pokojowe-mieszkanie-51m2-ogrodek-bez-prowizji-ID4uuB7,,51.15,479000.0,9365.0,,3.0,,pierwotny,brak informacji,parter/1,do wykończenia,pełna własność,2025-11-15,deweloper,,2025,nie,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-3-pokojowe-po-remoncie-ID4wAFm,,47.5,469000.0,9874.0,630.0,3.0,blok,wtórny,miejskie,5/11,do zamieszkania,pełna własność,brak informacji,prywatny,"balkon, piwnica, oddzielna kuchnia",,tak,wielka płyta,plastikowe,,"zmywarka, lodówka, meble, piekarnik, kuchenka",,"telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/mieszkanie-bezczynszowe-garaz-bez-posrednikow-ID41GXT,,57.4,529000.0,9216.0,,2.0,blok,wtórny,gazowe,2/2,do zamieszkania,pełna własność,brak informacji,prywatny,"balkon, ogródek, garaż/miejsce parkingowe",2011,nie,,plastikowe,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","drzwi / okna antywłamaniowe, domofon / wideofon",,otodom
,https://www.otodom.pl/pl/oferta/srebrzynska-park-iv-mieszkanie-2-pok-m17-ID4uSfe,,47.28,,,,2.0,blok,pierwotny,inne,1/6,do wykończenia,pełna własność,2027-09-30,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",2027,tak,,plastikowe,,,,"internet, telewizja kablowa, telefon",otodom
,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-102m2-taras-bezposrednio-ID4uUgg,,102.14,,,,4.0,,pierwotny,brak informacji,2/8,do wykończenia,pełna własność,2026-02-15,deweloper,"taras, balkon, garaż/miejsce parkingowe",2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-75m2-taras-bez-posrednikow-ID4wgRu,,75.17,,,,4.0,,pierwotny,brak informacji,5/5,do wykończenia,pełna własność,2026-08-31,deweloper,"taras, garaż/miejsce parkingowe",2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-przy-dworcu-zabieniec-ID4wkUI,,42.77,310000.0,7248.0,450.0,2.0,blok,wtórny,miejskie,3/4,do remontu,pełna własność,brak informacji,biuro nieruchomości,,1975,nie,cegła,plastikowe,,,,,otodom
,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-41m2-balkon-bezposrednio-ID4u9I7,,41.42,,,,1.0,,pierwotny,brak informacji,2/4,do wykończenia,pełna własność,2024-07-12,deweloper,"balkon, garaż/miejsce parkingowe",2024,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-3-pokoje-54-30-m2-lodz-ID4wqIG,,54.3,480000.0,8840.0,670.0,3.0,blok,wtórny,miejskie,1/10,do zamieszkania,spółdzielcze wł. prawo do lokalu,brak informacji,prywatny,"balkon, piwnica, oddzielna kuchnia",1973,tak,wielka płyta,plastikowe,,"piekarnik, kuchenka",,,otodom
,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-52m2-balkon-bez-prowizji-ID4ul5p,,52.81,,,,2.0,,pierwotny,brak informacji,2/5,do wykończenia,pełna własność,2026-03-15,deweloper,"balkon, garaż/miejsce parkingowe",2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-69m2-balkon-bezposrednio-ID4uskx,,69.41,,,,4.0,,pierwotny,brak informacji,2/6,do wykończenia,pełna własność,2024-10-15,deweloper,"balkon, garaż/miejsce parkingowe",2024,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/m-3-retkinia-zdrowie-pow-38m2-100m2-ogrodek-garaz-ID4wx0U,,38.0,389000.0,10237.0,380.0,2.0,apartamentowiec,wtórny,miejskie,parter/3,do wykończenia,pełna własność,brak informacji,biuro nieruchomości,"ogródek, taras, garaż/miejsce parkingowe",2024,tak,pustak,plastikowe,A+,,"drzwi / okna antywłamaniowe, domofon / wideofon","telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/inpark-mieszkanie-3-pok-118-ID4rNTP,,61.2,,,,3.0,blok,pierwotny,inne,parter/5,do wykończenia,pełna własność,2026-11-01,deweloper,"taras, ogródek, garaż/miejsce parkingowe, pom. użytkowe",2026,tak,,plastikowe,,,,"internet, telewizja kablowa, telefon",otodom
,https://www.otodom.pl/pl/oferta/apartament-centrum-3-pokoje-64m-dwa-balkony-winda-ID4wMOt,,64.4,540000.0,8385.0,1260.0,3.0,apartamentowiec,wtórny,miejskie,2/4,do zamieszkania,pełna własność,brak informacji,prywatny,"balkon, taras, garaż/miejsce parkingowe",2008,tak,pustak,drewniane,W trakcie realizacji / Zwolnione,"zmywarka, lodówka, piekarnik, kuchenka","system alarmowy, domofon / wideofon","telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-balkon-bez-prowizji-ID4ulc6,,69.26,826341.0,11931.0,,3.0,,pierwotny,brak informacji,2/5,do wykończenia,pełna własność,2025-09-09,deweloper,"balkon, garaż/miejsce parkingowe",2025,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-balkon-bezposrednio-ID4uuBy,,61.95,489000.0,7893.0,,3.0,,pierwotny,brak informacji,1/1,do wykończenia,pełna własność,2026-02-15,deweloper,,2026,nie,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/mozliwosc-podzialu-na-2-pokojegotowe-w-2025r-ID4wMP3,,25.15,266301.0,10589.0,,1.0,apartamentowiec,pierwotny,miejskie,4/4,do wykończenia,pełna własność,brak informacji,biuro nieruchomości,"balkon, taras, garaż/miejsce parkingowe, piwnica, pom. użytkowe",2025,tak,silikat,plastikowe,,,"drzwi / okna antywłamaniowe, domofon / wideofon","telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-balkon-bezposrednio-ID4wn4Q,,54.59,,,,3.0,,pierwotny,brak informacji,1/5,do wykończenia,pełna własność,2026-09-15,deweloper,"balkon, garaż/miejsce parkingowe",2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/m3-baluty-z-winda-ID4wKbO,,39.5,359000.0,9089.0,560.0,2.0,blok,wtórny,miejskie,3/5,do zamieszkania,pełna własność,brak informacji,biuro nieruchomości,"balkon, piwnica",1955,tak,cegła,plastikowe,,,,,otodom
,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-37m2-bez-posrednikow-ID4u9Th,,37.27,,,,1.0,,pierwotny,brak informacji,2/5,do wykończenia,pełna własność,2026-05-15,deweloper,,2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-bezposrednio-ID4ua7P,,27.67,271166.0,9800.0,,1.0,,pierwotny,brak informacji,1/4,do wykończenia,pełna własność,2024-07-15,deweloper,,2024,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/4-pokoje-dwie-lazienki-rolety-zewnetrzne-ID4wKCq,,67.5,570000.0,8444.0,,4.0,,pierwotny,brak informacji,1,brak informacji,pełna własność,brak informacji,prywatny,"balkon, garaż/miejsce parkingowe",,nie,,,,,,,otodom
,https://www.otodom.pl/hpr/pl/oferta/4-pokojowe-mieszkanie-102m2-taras-bezposrednio-ID4uUgg,,102.14,,,,4.0,,pierwotny,brak informacji,2/8,do wykończenia,pełna własność,2026-02-15,deweloper,"taras, balkon, garaż/miejsce parkingowe",2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/gotowe-mieszkaniesmarthomegaraz-5000zlmanufakt-ID4wMOR,,79.46,5000.0,8365.0,,,apartamentowiec,pierwotny,miejskie,2/8,do wykończenia,pełna własność,brak informacji,biuro nieruchomości,"balkon, taras, garaż/miejsce parkingowe, piwnica, pom. użytkowe",2024,tak,silikat,plastikowe,,,"drzwi / okna antywłamaniowe, domofon / wideofon","telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-37m2-balkon-bez-prowizji-ID4uXsD,,37.37,362489.0,9700.0,,1.0,,pierwotny,brak informacji,1/8,do wykończenia,pełna własność,2024-12-15,deweloper,"balkon, garaż/miejsce parkingowe",2024,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-84m2-taras-bezposrednio-ID4ubny,,84.85,,,,4.0,,pierwotny,brak informacji,1/1,do wykończenia,pełna własność,2026-02-15,deweloper,"taras, garaż/miejsce parkingowe",2026,nie,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/umeblowane-3-pokoje-lodz-radiostacja-bezposrednio-ID4wMO5,,46.4,499000.0,10754.0,,3.0,blok,wtórny,miejskie,parter/11,do zamieszkania,pełna własność,2025-04-30,prywatny,,,tak,wielka płyta,plastikowe,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,"telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-2-balkony-ID4uboC,,64.97,,,,3.0,,pierwotny,brak informacji,2/2,do wykończenia,pełna własność,2025-02-15,deweloper,"balkon, oddzielna kuchnia",2025,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/gotowe-mieszkaniaspotkajmy-sie-na-mieszkaniu-ID4wMOa,,37.86,374302.0,9886.0,,2.0,apartamentowiec,pierwotny,miejskie,brak informacji,do wykończenia,pełna własność,brak informacji,biuro nieruchomości,"balkon, taras, garaż/miejsce parkingowe, piwnica, pom. użytkowe",2024,tak,pustak,plastikowe,,,,"telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-balkon-bez-prowizji-ID4usT8,,43.57,,,,2.0,,pierwotny,brak informacji,5/6,do wykończenia,pełna własność,2025-05-05,deweloper,"balkon, garaż/miejsce parkingowe",2025,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-52m2-loggia-bez-prowizji-ID4ufRN,,52.35,607200.0,11599.0,,2.0,,pierwotny,brak informacji,1/6,do wykończenia,pełna własność,2025-01-15,deweloper,,2025,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-71m2-ogrodek-bez-prowizji-ID4ubbD,,71.0,,,,3.0,,pierwotny,brak informacji,parter/3,do wykończenia,pełna własność,2027-12-12,deweloper,"taras, ogródek, garaż/miejsce parkingowe",2027,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/piotrkowska-44-niepowtarzalny-apartament-centrum-ID4f3Iy,,77.31,889065.0,11500.0,,3.0,kamienica,pierwotny,miejskie,1/2,do wykończenia,pełna własność,brak informacji,biuro nieruchomości,,,tak,cegła,drewniane,,,,"internet, telefon",otodom
,https://www.otodom.pl/pl/oferta/2-pokojeklucze-2025-sukcesjapolitechnikabasen-ID4wMNZ,,36.0,381009.0,10584.0,,2.0,apartamentowiec,pierwotny,miejskie,brak informacji,do wykończenia,pełna własność,brak informacji,biuro nieruchomości,"balkon, taras, garaż/miejsce parkingowe, piwnica, pom. użytkowe",2025,tak,pustak,plastikowe,,,"drzwi / okna antywłamaniowe, domofon / wideofon","telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-76m2-3-balkony-ID4uLNP,,76.69,651865.0,8500.0,,4.0,,pierwotny,brak informacji,1/5,do wykończenia,pełna własność,2023-04-04,deweloper,"balkon, garaż/miejsce parkingowe",2023,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-107m2-balkon-bez-prowizji-ID4u9Tr,,107.3,,,,4.0,,pierwotny,brak informacji,4/5,do wykończenia,pełna własność,2026-05-15,deweloper,"balkon, garaż/miejsce parkingowe",2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-balkon-ID4ul5g,,58.02,,,,3.0,,pierwotny,brak informacji,5/5,do wykończenia,pełna własność,2026-03-15,deweloper,"balkon, garaż/miejsce parkingowe",2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-osiedle-retkinia-ul-kusocinskiego-ID4wMNO,,44.76,425000.0,9495.0,981.0,2.0,,wtórny,miejskie,2/8,do zamieszkania,pełna własność,brak informacji,biuro nieruchomości,"balkon, piwnica, oddzielna kuchnia",1977,tak,,plastikowe,,,,,otodom
,https://www.otodom.pl/pl/oferta/m-2-na-retkini-z-osobna-sypialnia-po-remoncie-ID4wMMU,,31.0,314000.0,10129.0,,1.0,,wtórny,brak informacji,3/10,brak informacji,brak informacji,brak informacji,biuro nieruchomości,,,tak,,plastikowe,,,,,otodom
,https://www.otodom.pl/pl/oferta/dwupoziomowe-105-6m2-wysoki-standard-wykonczenia-ID4s0AQ,,105.6,999000.0,9460.0,,4.0,blok,wtórny,miejskie,3/3,do zamieszkania,pełna własność,brak informacji,biuro nieruchomości,,2006,nie,cegła,plastikowe,W trakcie realizacji / Zwolnione,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka, klimatyzacja","drzwi / okna antywłamaniowe, domofon / wideofon","telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-bez-prowizji-ID4ueyR,,65.09,629900.0,9677.0,,3.0,,pierwotny,brak informacji,6/7,do wykończenia,pełna własność,2026-08-15,deweloper,"balkon, garaż/miejsce parkingowe, oddzielna kuchnia",2026,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-ogrodek-bez-prowizji-ID4u9MR,,58.49,608296.0,10400.0,,3.0,,pierwotny,brak informacji,parter/5,do wykończenia,pełna własność,2025-06-15,deweloper,"ogródek, garaż/miejsce parkingowe",2025,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/retkinia-2-pokoje-po-remoncie-duzy-balkon-2-pietro-ID4wHnq,,42.0,419900.0,9998.0,500.0,2.0,blok,wtórny,miejskie,2/4,do zamieszkania,brak informacji,brak informacji,prywatny,"balkon, piwnica, oddzielna kuchnia",,nie,,plastikowe,,"lodówka, meble, piekarnik, kuchenka",,,otodom
,https://www.otodom.pl/hpr/pl/oferta/gotowe-mieszkaniesmarthomegaraz-5000zlmanufakt-ID4wMOR,,79.46,5000.0,8365.0,,,apartamentowiec,pierwotny,miejskie,2/8,do wykończenia,pełna własność,brak informacji,biuro nieruchomości,"balkon, taras, garaż/miejsce parkingowe, piwnica, pom. użytkowe",2024,tak,silikat,plastikowe,,,"drzwi / okna antywłamaniowe, domofon / wideofon","telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51m2-ogrodek-bez-prowizji-ID4uuB9,,51.15,499000.0,9756.0,,3.0,,pierwotny,brak informacji,parter/1,do wykończenia,pełna własność,2026-02-15,deweloper,,2026,nie,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/mieszkanie-39-02-m-lodz-ID4wEML,,39.02,499456.0,12800.0,,2.0,apartamentowiec,pierwotny,miejskie,3/6,do wykończenia,pełna własność,2026-06-01,biuro nieruchomości,"balkon, garaż/miejsce parkingowe",2026,tak,,plastikowe,,,,"telewizja kablowa, internet",otodom
,https://www.otodom.pl/pl/oferta/3pokoje-zdrowie-w-otulinie-lasu-bez-prowizji-ID4sTj7,,53.0,660000.0,12453.0,400.0,3.0,apartamentowiec,wtórny,gazowe,2/2,do zamieszkania,pełna własność,brak informacji,prywatny,"balkon, garaż/miejsce parkingowe",2024,nie,beton,plastikowe,A+,"zmywarka, lodówka, meble, piekarnik, kuchenka","drzwi / okna antywłamaniowe, domofon / wideofon","telewizja kablowa, internet, telefon",otodom
,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bez-prowizji-ID4u9Nr,,30.98,340780.0,11000.0,,1.0,,pierwotny,brak informacji,1/5,do wykończenia,pełna własność,2025-06-15,deweloper,,2025,tak,,,,,,,otodom
,https://www.otodom.pl/pl/oferta/m4-rozklad-balkon-lodz-baluty-ID4wMLB,,57.0,455000.0,7982.0,580.0,3.0,,wtórny,miejskie,8/11,brak informacji,pełna własność,2025-04-03,biuro nieruchomości,"balkon, piwnica, pom. użytkowe",,tak,wielka płyta,plastikowe,,"meble, piekarnik, lodówka, pralka, telewizor, zmywarka",,"telefon, internet, telewizja kablowa",otodom
,https://www.otodom.pl/pl/oferta/mieszkanie-z-balkonem-na-retkini-ID4wpvf,,41.51,289000.0,6962.0,,1.0,blok,wtórny,miejskie,3/4,do zamieszkania,brak informacji,brak informacji,biuro nieruchomości,"garaż/miejsce parkingowe, oddzielna kuchnia",,nie,wielka płyta,,,,,,otodom
,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkania-w-sercu-lodzi-manufaktura-ID4wKzo,,41.0,371000.0,9049.0,410.0,3.0,apartamentowiec,pierwotny,miejskie,1/6,do wykończenia,brak informacji,brak informacji,biuro nieruchomości,"balkon, ogródek, taras, garaż/miejsce parkingowe, piwnica, pom. użytkowe",2025,tak,,plastikowe,,,"system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon","telewizja kablowa, internet, telefon",otodom
